"date_time_utc","date_time","filename","sampling_rate","bit","duration","channels","index","fft_w","min_freq","max_freq","j","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","site","obs_time","temperature","humidity","pressure","windspeed","winddir","emissivity","cloudcover","netlong","uplong","downlong","rad_dni","rad_dif","szenith","timezone","relh","dew_temp","water"
"2021-05-18 05:00:00","2021-05-18 05:00:00","20210518_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1357.64604127423,"NA ","ws01",2021,5,18,5,0,0,2021-05-18,"05:00:00",1,"2021-05-18 05:00:00",17.9647568428416,0.0150509450915269,94580.2780101948,3.5362090542216,101.550650619328,0.828102677922423,0.617593566369219,0.258956291307567,1.46732139346265,1.20836510215508,0,0,123.68981936168,"UTC",100,17.9647568428416,1
"2021-05-18 05:00:00","2021-05-18 05:00:00","20210518_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1228.61700965386,"NA ","ws05",2021,5,18,5,0,0,2021-05-18,"05:00:00",1,"2021-05-18 05:00:00",17.9647568428416,0.0150509450915269,94580.2780101948,3.5362090542216,101.550650619328,0.828102677922423,0.617593566369219,0.258956291307567,1.46732139346265,1.20836510215508,0,0,123.68981936168,"UTC",100,17.9647568428416,1
"2021-05-18 05:00:00","2021-05-18 05:00:00","20210518_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1388.26464680743,"NA ","ws02",2021,5,18,5,0,0,2021-05-18,"05:00:00",1,"2021-05-18 05:00:00",17.9647568428416,0.0150509450915269,94580.2780101948,3.5362090542216,101.550650619328,0.828102677922423,0.617593566369219,0.258956291307567,1.46732139346265,1.20836510215508,0,0,123.68981936168,"UTC",100,17.9647568428416,1
"2021-05-18 05:00:00","2021-05-18 05:00:00","20210518_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1394.51732858082,"NA ","ws03",2021,5,18,5,0,0,2021-05-18,"05:00:00",1,"2021-05-18 05:00:00",17.9647568428416,0.0150509450915269,94580.2780101948,3.5362090542216,101.550650619328,0.828102677922423,0.617593566369219,0.258956291307567,1.46732139346265,1.20836510215508,0,0,123.68981936168,"UTC",100,17.9647568428416,1
"2021-05-18 05:00:00","2021-05-18 05:00:00","20210518_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1637.74701239353,"NA ","ws04",2021,5,18,5,0,0,2021-05-18,"05:00:00",1,"2021-05-18 05:00:00",17.9647568428416,0.0150509450915269,94580.2780101948,3.5362090542216,101.550650619328,0.828102677922423,0.617593566369219,0.258956291307567,1.46732139346265,1.20836510215508,0,0,123.68981936168,"UTC",100,17.9647568428416,1
"2021-05-18 06:00:00","2021-05-18 06:00:00","20210518_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1400.88964320678,"NA ","ws03",2021,5,18,6,0,0,2021-05-18,"06:00:00",1,"2021-05-18 06:00:00",17.7538293877571,0.014896,94614,3.38710244813306,102.624846926484,0.822531227904784,3.51484393658591,0.250217650619724,1.46307341699946,1.21285576637974,0,0,127.787412079287,"UTC",100,17.7538293877571,1
"2021-05-18 06:00:00","2021-05-18 06:00:00","20210518_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1406.28902823705,"NA ","ws01",2021,5,18,6,0,0,2021-05-18,"06:00:00",1,"2021-05-18 06:00:00",17.7538293877571,0.014896,94614,3.38710244813306,102.624846926484,0.822531227904784,3.51484393658591,0.250217650619724,1.46307341699946,1.21285576637974,0,0,127.787412079287,"UTC",100,17.7538293877571,1
"2021-05-18 06:00:00","2021-05-18 06:00:00","20210518_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1307.70267988064,"NA ","ws05",2021,5,18,6,0,0,2021-05-18,"06:00:00",1,"2021-05-18 06:00:00",17.7538293877571,0.014896,94614,3.38710244813306,102.624846926484,0.822531227904784,3.51484393658591,0.250217650619724,1.46307341699946,1.21285576637974,0,0,127.787412079287,"UTC",100,17.7538293877571,1
"2021-05-18 06:00:00","2021-05-18 06:00:00","20210518_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1455.28858623462,"NA ","ws02",2021,5,18,6,0,0,2021-05-18,"06:00:00",1,"2021-05-18 06:00:00",17.7538293877571,0.014896,94614,3.38710244813306,102.624846926484,0.822531227904784,3.51484393658591,0.250217650619724,1.46307341699946,1.21285576637974,0,0,127.787412079287,"UTC",100,17.7538293877571,1
"2021-05-18 06:00:00","2021-05-18 06:00:00","20210518_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,8000,5,1477.32545946931,"NA ","ws04",2021,5,18,6,0,0,2021-05-18,"06:00:00",1,"2021-05-18 06:00:00",17.7538293877571,0.014896,94614,3.38710244813306,102.624846926484,0.822531227904784,3.51484393658591,0.250217650619724,1.46307341699946,1.21285576637974,0,0,127.787412079287,"UTC",100,17.7538293877571,1
